LOCRC_1	7	0	10000	1	0.584963
LOCRC_1	7	10000	11160000	1115	0.584963
LOCRC_1	7	11160000	19030000	787	0
LOCRC_1	7	19030000	35030000	1600	0.584963
LOCRC_1	7	35030000	47810000	1278	0
LOCRC_1	7	47810000	48640000	83	0.584963
LOCRC_1	7	48640000	48650000	1	0.584963
LOCRC_1	7	48650000	53940000	529	0.584963
LOCRC_1	7	53940000	54260000	32	0.584963
LOCRC_1	7	54260000	57480000	322	0.584963
LOCRC_1	7	57480000	65180000	770	0
LOCRC_1	7	65180000	74170000	899	0.584963
LOCRC_1	7	74170000	75130000	96	0.584963
LOCRC_1	7	75130000	76270000	114	0.584963
LOCRC_1	7	76270000	78160000	189	0.584963
LOCRC_1	7	78160000	84660000	650	0
LOCRC_1	7	84660000	86600000	194	0
LOCRC_1	7	86600000	86680000	8	0
LOCRC_1	7	86680000	91730000	505	1
LOCRC_1	7	91730000	92470000	74	1
LOCRC_1	7	92470000	92730000	26	0.584963
LOCRC_1	7	92730000	93540000	81	0.584963
LOCRC_1	7	93540000	96770000	323	1
LOCRC_1	7	96770000	97480000	71	1
LOCRC_1	7	97480000	98480000	100	1
LOCRC_1	7	98480000	100890000	241	0.584963
LOCRC_1	7	100890000	112130000	1124	0.584963
LOCRC_1	7	112130000	112400000	27	0
LOCRC_1	7	112400000	127360000	1496	0
LOCRC_1	7	127360000	134270000	691	0
LOCRC_1	7	134270000	134340000	7	0
LOCRC_1	7	134340000	142660000	832	0
LOCRC_1	7	142660000	147600000	494	0
LOCRC_1	7	147600000	158940000	1134	0.584963
LOCRC_1	7	158940000	159138663	20	0.584963
LOCRC_1	8	0	38380000	3838	0
LOCRC_1	8	38380000	42150000	377	0.584963
LOCRC_1	8	42150000	49840000	769	0.584963
LOCRC_1	8	49840000	49980000	14	0
LOCRC_1	8	49980000	75900000	2592	0
LOCRC_1	8	75900000	75920000	2	0
LOCRC_1	8	75920000	94150000	1823	-1
LOCRC_1	8	94150000	103340000	919	0
LOCRC_1	8	103340000	103880000	54	1
LOCRC_1	8	103880000	104050000	17	1
LOCRC_1	8	104050000	104320000	27	0.584963
LOCRC_1	8	104320000	105480000	116	0.584963
LOCRC_1	8	105480000	107590000	211	0
LOCRC_1	8	107590000	113490000	590	1
LOCRC_1	8	113490000	113500000	1	1
LOCRC_1	8	113500000	116640000	314	0.584963
LOCRC_1	8	116640000	116670000	3	0.584963
LOCRC_1	8	116670000	124060000	739	0.584963
LOCRC_1	8	124060000	124080000	2	0.584963
LOCRC_1	8	124080000	128760000	468	1.321928
LOCRC_1	8	128760000	128800000	4	1.321928
LOCRC_1	8	128800000	131800000	300	1.584963
LOCRC_1	8	131800000	131810000	1	1.584963
LOCRC_1	8	131810000	133790000	198	1
LOCRC_1	8	133790000	133870000	8	0
LOCRC_1	8	133870000	136660000	279	1
LOCRC_1	8	136660000	139140000	248	1
LOCRC_1	8	139140000	141540000	240	0
LOCRC_1	8	141540000	142000000	46	0.584963
LOCRC_1	8	142000000	146364022	437	0
LOCRC_1	9	0	10000	1	0.584963
LOCRC_1	9	10000	1060000	105	0.584963
LOCRC_1	9	1060000	6320000	526	0
LOCRC_1	9	6320000	7800000	148	0.584963
LOCRC_1	9	7800000	17350000	955	0
LOCRC_1	9	17350000	17380000	3	-1
LOCRC_1	9	17380000	20370000	299	-1
LOCRC_1	9	20370000	20410000	4	0
LOCRC_1	9	20410000	32500000	1209	0
LOCRC_1	9	32500000	37890000	539	0
LOCRC_1	9	37890000	40500000	261	0
LOCRC_1	9	40500000	44120000	362	0.584963
LOCRC_1	9	44120000	44240000	12	0.584963
LOCRC_1	9	44240000	46580000	234	0.584963
LOCRC_1	9	46580000	46780000	20	0
LOCRC_1	9	46780000	69430000	2265	0.584963
LOCRC_1	9	69430000	69670000	24	0.584963
LOCRC_1	9	69670000	70990000	132	0
LOCRC_1	9	70990000	80540000	955	0
LOCRC_1	9	80540000	92780000	1224	0
LOCRC_1	9	92780000	94480000	170	0.584963
LOCRC_1	9	94480000	95620000	114	0.584963
LOCRC_1	9	95620000	95630000	1	0
LOCRC_1	9	95630000	103350000	772	0
LOCRC_1	9	103350000	103940000	59	0
LOCRC_1	9	103940000	107460000	352	0
LOCRC_1	9	107460000	107480000	2	0
LOCRC_1	9	107480000	120180000	1270	0
LOCRC_1	9	120180000	120460000	28	0
LOCRC_1	9	120460000	123960000	350	-1
LOCRC_1	9	123960000	124040000	8	0
LOCRC_1	9	124040000	141140000	1710	0
LOCRC_1	9	141140000	141213431	8	0
LOCRC_1	10	0	43320000	4332	0
LOCRC_1	10	43320000	45900000	258	0.584963
LOCRC_1	10	45900000	46690000	79	0.584963
LOCRC_1	10	46690000	46710000	2	0.584963
LOCRC_1	10	46710000	51900000	519	0.584963
LOCRC_1	10	51900000	63520000	1162	0
LOCRC_1	10	63520000	69580000	606	0.584963
LOCRC_1	10	69580000	70060000	48	0.584963
LOCRC_1	10	70060000	71910000	185	0.584963
LOCRC_1	10	71910000	73210000	130	1
LOCRC_1	10	73210000	73260000	5	1.321928
LOCRC_1	10	73260000	75440000	218	1.321928
LOCRC_1	10	75440000	76780000	134	0
LOCRC_1	10	76780000	135520000	5874	0
LOCRC_1	10	135520000	135534747	2	0
LOCRC_1	11	0	1560000	156	0
LOCRC_1	11	1560000	1720000	16	0
LOCRC_1	11	1720000	31800000	3008	0
LOCRC_1	11	31800000	47770000	1597	0.584963
LOCRC_1	11	47770000	48490000	72	0.584963
LOCRC_1	11	48490000	60280000	1179	0
LOCRC_1	11	60280000	77540000	1726	0.584963
LOCRC_1	11	77540000	77580000	4	0
LOCRC_1	11	77580000	92620000	1504	0
LOCRC_1	11	92620000	100640000	802	0
LOCRC_1	11	100640000	100790000	15	1.321928
LOCRC_1	11	100790000	102580000	179	0.584963
LOCRC_1	11	102580000	107400000	482	0.584963
LOCRC_1	11	107400000	111390000	399	0.584963
LOCRC_1	11	111390000	111910000	52	1
LOCRC_1	11	111910000	111980000	7	1
LOCRC_1	11	111980000	115120000	314	0.584963
LOCRC_1	11	115120000	119350000	423	1.321928
LOCRC_1	11	119350000	119360000	1	1.321928
LOCRC_1	11	119360000	119880000	52	1
LOCRC_1	11	119880000	119980000	10	0.584963
LOCRC_1	11	119980000	126320000	634	0.584963
LOCRC_1	11	126320000	126440000	12	1
LOCRC_1	11	126440000	126520000	8	1.321928
LOCRC_1	11	126520000	134860000	834	1.321928
LOCRC_1	11	134860000	135006516	15	1.321928
LOCRC_1	12	0	40780000	4078	0
LOCRC_1	12	40780000	49240000	846	0
LOCRC_1	12	49240000	49250000	1	0
LOCRC_1	12	49250000	49420000	17	0.584963
LOCRC_1	12	49420000	56030000	661	0
LOCRC_1	12	56030000	67080000	1105	0
LOCRC_1	12	67080000	69630000	255	0
LOCRC_1	12	69630000	91360000	2173	-1
LOCRC_1	12	91360000	94260000	290	-1
LOCRC_1	12	94260000	94280000	2	0
LOCRC_1	12	94280000	107720000	1344	0
LOCRC_1	12	107720000	107910000	19	0
LOCRC_1	12	107910000	109460000	155	0.584963
LOCRC_1	12	109460000	109490000	3	0.584963
LOCRC_1	12	109490000	114810000	532	0.584963
LOCRC_1	12	114810000	114820000	1	0.584963
LOCRC_1	12	114820000	118860000	404	0.584963
LOCRC_1	12	118860000	119550000	69	0.584963
LOCRC_1	12	119550000	120670000	112	1.321928
LOCRC_1	12	120670000	120700000	3	1.321928
LOCRC_1	12	120700000	120710000	1	1.807355
LOCRC_1	12	120710000	121580000	87	1.321928
LOCRC_1	12	121580000	121590000	1	1
LOCRC_1	12	121590000	128110000	652	1
LOCRC_1	12	128110000	133851895	575	0
LOCRC_1	13	0	19380000	1938	0.584963
LOCRC_1	13	19380000	26980000	760	0.584963
LOCRC_1	13	26980000	27210000	23	0.584963
LOCRC_1	13	27210000	27340000	13	0.584963
LOCRC_1	13	27340000	28510000	117	0
LOCRC_1	13	28510000	31240000	273	0
LOCRC_1	13	31240000	31280000	4	0
LOCRC_1	13	31280000	33110000	183	0.584963
LOCRC_1	13	33110000	33590000	48	0
LOCRC_1	13	33590000	35640000	205	0.584963
LOCRC_1	13	35640000	35710000	7	0.584963
LOCRC_1	13	35710000	39570000	386	0.584963
LOCRC_1	13	39570000	39580000	1	0.584963
LOCRC_1	13	39580000	41190000	161	0.584963
LOCRC_1	13	41190000	70320000	2913	-1
LOCRC_1	13	70320000	73290000	297	0
LOCRC_1	13	73290000	73430000	14	0.584963
LOCRC_1	13	73430000	73460000	3	0.584963
LOCRC_1	13	73460000	76310000	285	0.584963
LOCRC_1	13	76310000	76330000	2	0
LOCRC_1	13	76330000	95770000	1944	0
LOCRC_1	13	95770000	95810000	4	0
LOCRC_1	13	95810000	100640000	483	0.584963
LOCRC_1	13	100640000	100880000	24	0.584963
LOCRC_1	13	100880000	106130000	525	0
LOCRC_1	13	106130000	106140000	1	0.584963
LOCRC_1	13	106140000	109860000	372	0.584963
LOCRC_1	13	109860000	110400000	54	0.584963
LOCRC_1	13	110400000	110410000	1	1.807355
LOCRC_1	13	110410000	110430000	2	1
LOCRC_1	13	110430000	110900000	47	1
LOCRC_1	13	110900000	110950000	5	0
LOCRC_1	13	110950000	111000000	5	0
LOCRC_1	13	111000000	111070000	7	0
LOCRC_1	13	111070000	112000000	93	0
LOCRC_1	13	112000000	112270000	27	0
LOCRC_1	13	112270000	113230000	96	1.321928
LOCRC_1	13	113230000	113430000	20	1.321928
LOCRC_1	13	113430000	114900000	147	1.321928
LOCRC_1	13	114900000	115000000	10	1.321928
LOCRC_1	13	115000000	115090000	9	1.321928
LOCRC_1	13	115090000	115169878	8	1.321928
LOCRC_1	14	0	20710000	2071	0
LOCRC_1	14	20710000	67580000	4687	0
LOCRC_1	14	67580000	68130000	55	0.584963
LOCRC_1	14	68130000	68140000	1	0
LOCRC_1	14	68140000	68590000	45	0
LOCRC_1	14	68590000	68750000	16	0
LOCRC_1	14	68750000	79090000	1034	0.584963
LOCRC_1	14	79090000	79110000	2	0
LOCRC_1	14	79110000	82000000	289	0
LOCRC_1	14	82000000	83150000	115	0
LOCRC_1	14	83150000	89150000	600	0
LOCRC_1	14	89150000	89250000	10	0
LOCRC_1	14	89250000	106530000	1728	0
LOCRC_1	14	106530000	107220000	69	0
LOCRC_1	14	107220000	107349540	13	0
LOCRC_1	15	0	22670000	2267	0
LOCRC_1	15	22670000	22940000	27	0.584963
LOCRC_1	15	22940000	23140000	20	0.584963
LOCRC_1	15	23140000	23210000	7	0.584963
LOCRC_1	15	23210000	25920000	271	0
LOCRC_1	15	25920000	30270000	435	0.584963
LOCRC_1	15	30270000	30370000	10	0.584963
LOCRC_1	15	30370000	31360000	99	0.584963
LOCRC_1	15	31360000	31450000	9	0.584963
LOCRC_1	15	31450000	35680000	423	0.584963
LOCRC_1	15	35680000	40270000	459	0
LOCRC_1	15	40270000	47880000	761	0.584963
LOCRC_1	15	47880000	48420000	54	0.584963
LOCRC_1	15	48420000	48430000	1	-1
LOCRC_1	15	48430000	50290000	186	0
LOCRC_1	15	50290000	52870000	258	0
LOCRC_1	15	52870000	55670000	280	0
LOCRC_1	15	55670000	62290000	662	0
LOCRC_1	15	62290000	102520000	4023	0
LOCRC_1	15	102520000	102531392	2	0
LOCRC_1	16	0	30360000	3036	0
LOCRC_1	16	30360000	30520000	16	0.584963
LOCRC_1	16	30520000	32020000	150	0.584963
LOCRC_1	16	32020000	33810000	179	0
LOCRC_1	16	33810000	58770000	2496	0
LOCRC_1	16	58770000	65380000	661	0
LOCRC_1	16	65380000	70820000	544	0
LOCRC_1	16	70820000	90354753	1954	0
LOCRC_1	17	0	2860000	286	0
LOCRC_1	17	2860000	4520000	166	0
LOCRC_1	17	4520000	4530000	1	0
LOCRC_1	17	4530000	8800000	427	0
LOCRC_1	17	8800000	18330000	953	0
LOCRC_1	17	18330000	18460000	13	0.584963
